15,Chained To The Rhythm,13,4,5,Katy Perry Featuring Skip Marley,2017-04-01
16,Cold,20,16,5,Maroon 5 Featuring Future,2017-04-01
17,It Ain't Me,18,12,5,Kygo x Selena Gomez,2017-04-01
18,Body Like A Back Road,17,12,7,Sam Hunt,2017-04-01
19,Mask Off,32,18,4,Future,2017-04-01
20,Mercy,15,15,26,Shawn Mendes,2017-04-01
21,Say You Won't Let Go,28,19,21,James Arthur,2017-04-01
22,24K Magic,16,4,23,Bruno Mars,2017-04-01
23,Down,25,21,9,Marian Hill,2017-04-01
24,Issues,27,23,8,Julia Michaels,2017-04-01
25,Scars To Your Beautiful,21,8,29,Alessia Cara,2017-04-01
26,T-Shirt,30,19,9,Migos,2017-04-01
27,Stay,34,27,3,Zedd & Alessia Cara,2017-04-01
28,Can't Stop The Feeling!,24,1,45,Justin Timberlake,2017-04-01
29,Bad Things,22,4,20,Machine Gun Kelly x Camila Cabello,2017-04-01
30,Starboy,26,1,26,The Weeknd Featuring Daft Punk,2017-04-01
31,Fake Love,23,8,21,Drake,2017-04-01
32,Congratulations,33,28,12,Post Malone Featuring Quavo,2017-04-01
33,Swang,36,33,13,Rae Sremmurd,2017-04-01
34,Rolex,48,34,5,Ayo & Teo,2017-04-01
35,Location,38,24,10,Khalid,2017-04-01
36,Don't Wanna Know,31,6,23,Maroon 5 Featuring Kendrick Lamar,2017-04-01
37,Dirt On My Boots,42,37,15,Jon Pardi,2017-04-01
38,Million Reasons,29,4,17,Lady Gaga,2017-04-01
39,Green Light,19,19,3,Lorde,2017-04-01
40,Black Beatles,35,1,27,Rae Sremmurd Featuring Gucci Mane,2017-04-01
41,Let Me Love You,40,4,32,DJ Snake Featuring Justin Bieber,2017-04-01
42,Believer,41,41,6,Imagine Dragons,2017-04-01
43,Water Under The Bridge,43,26,19,Adele,2017-04-01
44,Party,51,40,13,Chris Brown Featuring Usher & Gucci Mane,2017-04-01
45,Heathens,44,2,39,twenty one pilots,2017-04-01
46,How Far I'll Go,60,41,14,Auli'i Cravalho,2017-04-01
47,Make Me (Cry),46,46,14,Noah Cyrus Featuring Labrinth,2017-04-01
48,Slide,52,34,3,Calvin Harris Featuring Frank Ocean & Migos,2017-04-01
49,Caroline,47,11,28,Amine,2017-04-01
50,Goosebumps,57,50,19,Travis Scott,2017-04-01
51,Both,54,41,13,Gucci Mane Featuring Drake,2017-04-01
52,Castle On The Hill,39,6,10,Ed Sheeran,2017-04-01
53,Despacito,56,44,9,Luis Fonsi Featuring Daddy Yankee,2017-04-01
54,Think A Little Less,58,54,12,Michael Ray,2017-04-01
55,Everyday,63,55,5,Ariana Grande Featuring Future,2017-04-01
56,Redbone,69,48,15,Childish Gambino,2017-04-01
57,Deja Vu,64,7,14,J. Cole,2017-04-01
58,Play That Song,68,41,16,Train,2017-04-01
59,Selfish,66,37,3,Future Featuring Rihanna,2017-04-01
60,Perfect,37,37,2,Ed Sheeran,2017-04-01
61,Regret In Your Tears,120,61,1,Nicki Minaj,2017-04-01
62,Better Man,55,34,20,Little Big Town,2017-04-01
63,Galway Girl,53,53,2,Ed Sheeran,2017-04-01
64,Fast,65,60,8,Luke Bryan,2017-04-01
65,Look At Me!,61,61,6,XXXTENTACION,2017-04-01
66,Hurricane,73,55,5,Luke Combs,2017-04-01
67,Shining,62,57,5,DJ Khaled Featuring Beyonce & JAY Z,2017-04-01
68,In Case You Didn't Know,80,51,6,Brett Young,2017-04-01
69,Heavy,79,52,4,Linkin Park Featuring Kiiara,2017-04-01
70,Any Ol' Barstool,70,62,8,Jason Aldean,2017-04-01
71,Changed It,120,71,1,Nicki Minaj & Lil Wayne,2017-04-01
72,Chanel,120,72,1,Frank Ocean,2017-04-01
73,Moves,71,38,12,Big Sean,2017-04-01
74,Draco,77,46,4,Future,2017-04-01
75,Call On Me,78,70,11,Starley,2017-04-01
76,How Far I'll Go,89,56,15,Alessia Cara,2017-04-01
77,Party Monster,76,16,17,The Weeknd,2017-04-01
78,Liability,120,78,1,Lorde,2017-04-01
79,Losin Control,86,77,3,Russ,2017-04-01
80,Road Less Traveled,85,69,8,Lauren Alaina,2017-04-01
81,Hometown Girl,95,72,3,Josh Turner,2017-04-01
82,I Got You,67,43,11,Bebe Rexha,2017-04-01
83,Kill A Word,88,71,14,Eric Church Featuring Rhiannon Giddens,2017-04-01
84,The Weekend,87,69,11,Brantley Gilbert,2017-04-01
85,Dive,49,49,2,Ed Sheeran,2017-04-01
86,Sober Saturday Night,82,47,11,Chris Young Featuring Vince Gill,2017-04-01
87,The Fighter,92,53,6,Keith Urban Featuring Carrie Underwood,2017-04-01
88,Black,120,87,7,Dierks Bentley,2017-04-01
89,Today,74,67,11,Brad Paisley,2017-04-01
90,Selfish,94,51,19,PnB Rock,2017-04-01
91,Yeah Boy,98,88,5,Kelsea Ballerini,2017-04-01
92,You're Welcome,120,65,9,Dwayne Johnson,2017-04-01
93,Good Drank,120,92,2,2 Chainz x Gucci Mane x Quavo,2017-04-01
94,Happier,59,59,2,Ed Sheeran,2017-04-01
95,Prblms,120,95,1,6LACK,2017-04-01
96,Comin Out Strong,81,48,3,Future Featuring The Weeknd,2017-04-01
97,Chantaje,97,51,18,Shakira Featuring Maluma,2017-04-01
98,El Amante,120,98,5,Nicky Jam,2017-04-01
99,Slippery,120,48,6,Migos Featuring Gucci Mane,2017-04-01
100,Scared To Be Lonely,120,88,3,Martin Garrix & Dua Lipa,2017-04-01
1,Shape Of You,1,1,9,Ed Sheeran,2017-03-25
2,Bad And Boujee,2,1,17,Migos Featuring Lil Uzi Vert,2017-03-25
3,That's What I Like,4,2,8,Bruno Mars,2017-03-25
4,I Don't Wanna Live Forever (Fifty Shades Darker),3,2,13,Zayn / Taylor Swift,2017-03-25
5,Love On The Brain,6,5,21,Rihanna,2017-03-25
6,Tunnel Vision,8,6,3,Kodak Black,2017-03-25
7,Paris,7,6,8,The Chainsmokers,2017-03-25
8,Bounce Back,9,6,18,Big Sean,2017-03-25
9,Rockabye,24,9,14,Clean Bandit Featuring Sean Paul & Anne-Marie,2017-03-25
10,Closer,10,1,32,The Chainsmokers Featuring Halsey,2017-03-25
11,Something Just Like This,5,5,3,The Chainsmokers & Coldplay,2017-03-25
12,I Feel It Coming,11,4,16,The Weeknd Featuring Daft Punk,2017-03-25
13,Chained To The Rhythm,12,4,4,Katy Perry Featuring Skip Marley,2017-03-25
14,iSpy,14,14,11,KYLE Featuring Lil Yachty,2017-03-25
15,Mercy,17,15,25,Shawn Mendes,2017-03-25
16,24K Magic,18,4,22,Bruno Mars,2017-03-25
17,Body Like A Back Road,20,12,6,Sam Hunt,2017-03-25
18,It Ain't Me,22,12,4,Kygo x Selena Gomez,2017-03-25
19,Green Light,100,19,2,Lorde,2017-03-25
20,Cold,32,16,4,Maroon 5 Featuring Future,2017-03-25
21,Scars To Your Beautiful,19,8,28,Alessia Cara,2017-03-25
22,Bad Things,15,4,19,Machine Gun Kelly x Camila Cabello,2017-03-25
23,Fake Love,16,8,20,Drake,2017-03-25
24,Can't Stop The Feeling!,13,1,44,Justin Timberlake,2017-03-25
25,Down,21,21,8,Marian Hill,2017-03-25
26,Starboy,23,1,25,The Weeknd Featuring Daft Punk,2017-03-25
27,Issues,27,23,7,Julia Michaels,2017-03-25
28,Say You Won't Let Go,26,19,20,James Arthur,2017-03-25
29,Million Reasons,30,4,16,Lady Gaga,2017-03-25
30,T-Shirt,31,19,8,Migos,2017-03-25
31,Don't Wanna Know,25,6,22,Maroon 5 Featuring Kendrick Lamar,2017-03-25
32,Mask Off,46,18,3,Future,2017-03-25
33,Congratulations,35,28,11,Post Malone Featuring Quavo,2017-03-25
34,Stay,28,28,2,Zedd & Alessia Cara,2017-03-25
35,Black Beatles,29,1,26,Rae Sremmurd Featuring Gucci Mane,2017-03-25
36,Swang,40,33,12,Rae Sremmurd,2017-03-25
37,Perfect,120,37,1,Ed Sheeran,2017-03-25
38,Location,51,24,9,Khalid,2017-03-25
39,Castle On The Hill,75,6,9,Ed Sheeran,2017-03-25
40,Let Me Love You,36,4,31,DJ Snake Featuring Justin Bieber,2017-03-25
41,Believer,59,41,5,Imagine Dragons,2017-03-25
42,Dirt On My Boots,44,37,14,Jon Pardi,2017-03-25
43,Water Under The Bridge,41,26,18,Adele,2017-03-25
44,Heathens,43,2,38,twenty one pilots,2017-03-25
45,All Time Low,33,16,22,Jon Bellion,2017-03-25
46,Make Me (Cry),56,46,13,Noah Cyrus Featuring Labrinth,2017-03-25
47,Caroline,38,11,27,Amine,2017-03-25
48,Rolex,60,34,4,Ayo & Teo,2017-03-25
49,Dive,120,49,1,Ed Sheeran,2017-03-25
50,Side To Side,39,4,28,Ariana Grande Featuring Nicki Minaj,2017-03-25
51,Party,47,40,12,Chris Brown Featuring Usher & Gucci Mane,2017-03-25
52,Slide,34,34,2,Calvin Harris Featuring Frank Ocean & Migos,2017-03-25
53,Galway Girl,120,53,1,Ed Sheeran,2017-03-25
54,Both,49,41,12,Gucci Mane Featuring Drake,2017-03-25
55,Better Man,42,34,19,Little Big Town,2017-03-25
56,Despacito,52,44,8,Luis Fonsi Featuring Daddy Yankee,2017-03-25
57,Goosebumps,57,50,18,Travis Scott,2017-03-25
58,Think A Little Less,55,54,11,Michael Ray,2017-03-25
59,Happier,120,59,1,Ed Sheeran,2017-03-25
60,How Far I'll Go,53,41,13,Auli'i Cravalho,2017-03-25
61,Look At Me!,66,61,5,XXXTENTACION,2017-03-25
62,Shining,61,57,4,DJ Khaled Featuring Beyonce & JAY Z,2017-03-25
63,Everyday,58,55,4,Ariana Grande Featuring Future,2017-03-25
64,Deja Vu,54,7,13,J. Cole,2017-03-25
65,Fast,68,60,7,Luke Bryan,2017-03-25
66,Selfish,37,37,2,Future Featuring Rihanna,2017-03-25
67,I Got You,50,43,10,Bebe Rexha,2017-03-25
68,Play That Song,62,41,15,Train,2017-03-25
69,Redbone,83,48,14,Childish Gambino,2017-03-25
70,Any Ol' Barstool,70,62,7,Jason Aldean,2017-03-25
71,Moves,65,38,11,Big Sean,2017-03-25
72,New Man,120,72,1,Ed Sheeran,2017-03-25
73,Hurricane,74,55,4,Luke Combs,2017-03-25
74,Today,69,67,10,Brad Paisley,2017-03-25
75,Supermarket Flowers,120,75,1,Ed Sheeran,2017-03-25
76,Party Monster,67,16,16,The Weeknd,2017-03-25
77,Draco,64,46,3,Future,2017-03-25
78,Call On Me,71,70,10,Starley,2017-03-25
79,Heavy,82,52,3,Linkin Park Featuring Kiiara,2017-03-25
80,In Case You Didn't Know,85,51,5,Brett Young,2017-03-25
81,Comin Out Strong,48,48,2,Future Featuring The Weeknd,2017-03-25
82,Sober Saturday Night,63,47,10,Chris Young Featuring Vince Gill,2017-03-25
83,What Do I Know?,120,83,1,Ed Sheeran,2017-03-25
84,How Would You Feel (Paean),120,41,2,Ed Sheeran,2017-03-25
85,Road Less Traveled,84,69,7,Lauren Alaina,2017-03-25
86,Losin Control,89,77,2,Russ,2017-03-25
87,The Weekend,81,69,10,Brantley Gilbert,2017-03-25
88,Kill A Word,79,71,13,Eric Church Featuring Rhiannon Giddens,2017-03-25
89,How Far I'll Go,80,56,14,Alessia Cara,2017-03-25
90,Eraser,120,90,1,Ed Sheeran,2017-03-25
91,Used To This,76,14,18,Future Featuring Drake,2017-03-25
92,The Fighter,93,53,5,Keith Urban Featuring Carrie Underwood,2017-03-25
93,Hearts Don't Break Around Here,120,93,1,Ed Sheeran,2017-03-25
94,Selfish,86,51,18,PnB Rock,2017-03-25
95,Hometown Girl,96,72,2,Josh Turner,2017-03-25
96,Barcelona,120,96,1,Ed Sheeran,2017-03-25
97,Chantaje,90,51,17,Shakira Featuring Maluma,2017-03-25
98,Yeah Boy,97,88,4,Kelsea Ballerini,2017-03-25
99,Star Of The Show,87,45,19,Thomas Rhett,2017-03-25
100,A Guy With A Girl,91,42,17,Blake Shelton,2017-03-25
1,Shape Of You,1,1,8,Ed Sheeran,2017-03-18
2,Bad And Boujee,2,1,16,Migos Featuring Lil Uzi Vert,2017-03-18
3,I Don't Wanna Live Forever (Fifty Shades Darker),3,2,12,Zayn / Taylor Swift,2017-03-18
4,That's What I Like,4,2,7,Bruno Mars,2017-03-18
5,Something Just Like This,56,5,2,The Chainsmokers & Coldplay,2017-03-18
6,Love On The Brain,7,5,20,Rihanna,2017-03-18
7,Paris,6,6,7,The Chainsmokers,2017-03-18
8,Tunnel Vision,27,6,2,Kodak Black,2017-03-18
9,Bounce Back,9,6,17,Big Sean,2017-03-18
10,Closer,5,1,31,The Chainsmokers Featuring Halsey,2017-03-18
11,I Feel It Coming,11,4,15,The Weeknd Featuring Daft Punk,2017-03-18
12,Chained To The Rhythm,8,4,3,Katy Perry Featuring Skip Marley,2017-03-18
13,Can't Stop The Feeling!,29,1,43,Justin Timberlake,2017-03-18
14,iSpy,20,14,10,KYLE Featuring Lil Yachty,2017-03-18
15,Bad Things,10,4,18,Machine Gun Kelly x Camila Cabello,2017-03-18
16,Fake Love,13,8,19,Drake,2017-03-18
17,Mercy,18,15,24,Shawn Mendes,2017-03-18
18,24K Magic,15,4,21,Bruno Mars,2017-03-18
19,Scars To Your Beautiful,14,8,27,Alessia Cara,2017-03-18
20,Body Like A Back Road,22,12,5,Sam Hunt,2017-03-18
21,Down,25,21,7,Marian Hill,2017-03-18
22,It Ain't Me,12,12,3,Kygo x Selena Gomez,2017-03-18
23,Starboy,17,1,24,The Weeknd Featuring Daft Punk,2017-03-18
24,Rockabye,21,9,13,Clean Bandit Featuring Sean Paul & Anne-Marie,2017-03-18
25,Don't Wanna Know,19,6,21,Maroon 5 Featuring Kendrick Lamar,2017-03-18
26,Say You Won't Let Go,28,19,19,James Arthur,2017-03-18
