92,That Don't Sound Like You,93,64,5,Lee Brice,2016-04-02
93,Something New,96,93,2,Zendaya Featuring Chris Brown,2016-04-02
94,Head Over Boots,98,51,3,Jon Pardi,2016-04-02
95,Sorry Not Sorry,99,67,14,Bryson Tiller,2016-04-02
96,Ride,120,5,1,twenty one pilots,2016-04-02
97,Make Me Like You,120,54,3,Gwen Stefani,2016-04-02
98,Light It Up,120,73,1,Major Lazer Featuring Nyla,2016-04-02
99,Break On Me.,81,54,12,Keith Urban,2016-04-02
100,Fast Car,120,98,1,Jonas Blue Featuring Dakota,2016-04-02
1,Work,1,1,7,Rihanna Featuring Drake,2016-03-26
2,Love Yourself,2,1,17,Justin Bieber,2016-03-26
3,Stressed Out,3,2,25,twenty one pilots,2016-03-26
4,My House,4,4,18,Flo Rida,2016-03-26
5,7 Years,9,2,8,Lukas Graham,2016-03-26
6,Pillowtalk,6,1,6,Zayn,2016-03-26
7,Me  Myself & I,7,7,19,G-Eazy x Bebe Rexha,2016-03-26
8,Sorry,5,1,20,Justin Bieber,2016-03-26
9,Cake By The Ocean,10,9,21,DNCE,2016-03-26
10,I Took A Pill In Ibiza,14,4,8,Mike Posner,2016-03-26
11,No,120,3,1,Meghan Trainor,2016-03-26
12,Hello,11,1,20,Adele,2016-03-26
13,Hands To Myself,15,7,14,Selena Gomez,2016-03-26
14,Roses,13,6,21,The Chainsmokers Featuring Rozes,2016-03-26
15,One Call Away,16,12,15,Charlie Puth,2016-03-26
16,Work From Home,12,4,2,Fifth Harmony Featuring Ty Dolla $ign,2016-03-26
17,Stitches,17,4,42,Shawn Mendes,2016-03-26
18,Down In The DM,18,13,15,Yo Gotti Featuring Nicki Minaj,2016-03-26
19,Don't,19,13,24,Bryson Tiller,2016-03-26
20,Piece By Piece,8,8,2,Kelly Clarkson,2016-03-26
21,2 Phones,25,17,10,Kevin Gates,2016-03-26
22,Never Forget You,34,13,4,Zara Larsson & MNEK,2016-03-26
23,Jumpman,22,12,25,Drake & Future,2016-03-26
24,The Hills,21,1,42,The Weeknd,2016-03-26
25,Back To Sleep,20,20,13,Chris Brown,2016-03-26
26,Exchange,36,26,20,Bryson Tiller,2016-03-26
27,Hotline Bling,24,2,32,Drake,2016-03-26
28,When We Were Young,23,14,16,Adele,2016-03-26
29,Summer Sixteen,30,6,6,Drake,2016-03-26
30,Say It,32,23,21,Tory Lanez,2016-03-26
31,Middle,50,20,8,DJ Snake Featuring Bipolar Sunshine,2016-03-26
32,Here,33,5,32,Alessia Cara,2016-03-26
33,Oui,27,19,10,Jeremih,2016-03-26
34,What Do You Mean?,29,1,28,Justin Bieber,2016-03-26
35,Same Old Love,26,5,26,Selena Gomez,2016-03-26
36,In The Night,28,12,18,The Weeknd,2016-03-26
37,Hide Away,31,23,25,Daya,2016-03-26
38,You Should Be Here,43,31,13,Cole Swindell,2016-03-26
39,679,35,4,37,Fetty Wap Featuring Remy Boyz,2016-03-26
40,Ex's & Oh's,40,10,36,Elle King,2016-03-26
41,Die A Happy Man,38,21,25,Thomas Rhett,2016-03-26
42,Like I'm Gonna Lose You,37,8,36,Meghan Trainor Featuring John Legend,2016-03-26
43,Low Life,56,18,5,Future Featuring The Weeknd,2016-03-26
44,Sugar,45,44,10,Robin Schulz Featuring Francesco Yates,2016-03-26
45,Can't Feel My Face,39,1,40,The Weeknd,2016-03-26
46,White Iverson,44,14,27,Post Malone,2016-03-26
47,Stand By You,42,37,17,Rachel Platten,2016-03-26
48,Heartbeat,46,42,10,Carrie Underwood,2016-03-26
49,Drunk On Your Love,54,35,9,Brett Eldredge,2016-03-26
50,Let It Go,52,16,12,James Bay,2016-03-26
51,My Church,55,50,7,Maren Morris,2016-03-26
52,Something In The Way You Move,53,43,7,Ellie Goulding,2016-03-26
53,Adventure Of A Lifetime,41,13,18,Coldplay,2016-03-26
54,Came Here To Forget,120,36,1,Blake Shelton,2016-03-26
55,Beautiful Drug,57,52,16,Zac Brown Band,2016-03-26
56,Best Friend,51,45,16,Young Thug,2016-03-26
57,Humble And Kind,67,30,5,Tim McGraw,2016-03-26
58,Youth,58,23,6,Troye Sivan,2016-03-26
59,Really Really,64,46,12,Kevin Gates,2016-03-26
60,Confession,62,53,11,Florida Georgia Line,2016-03-26
61,Somewhere On A Beach,68,35,6,Dierks Bentley,2016-03-26
62,Snapback,70,50,7,Old Dominion,2016-03-26
63,Don't Let Me Down,76,3,4,The Chainsmokers Featuring Daya,2016-03-26
64,Think Of You,69,40,4,Chris Young Duet With Cassadee Pope,2016-03-26
65,Backroad Song,71,49,14,Granger Smith,2016-03-26
66,Try Everything,120,63,1,Shakira,2016-03-26
67,I Like The Sound Of That,72,52,7,Rascal Flatts,2016-03-26
68,Needed Me,66,7,6,Rihanna,2016-03-26
69,Wild Things,80,50,3,Alessia Cara,2016-03-26
70,Home Alone Tonight,63,38,16,Luke Bryan Featuring Karen Fairchild,2016-03-26
71,I Know What You Did Last Summer,61,20,17,Shawn Mendes & Camila Cabello,2016-03-26
72,Panda,94,1,3,Desiigner,2016-03-26
73,New Romantics,120,46,2,Taylor Swift,2016-03-26
74,Jimmy Choo,73,65,5,Fetty Wap,2016-03-26
75,We Went,60,60,12,Randy Houser,2016-03-26
76,The Sound Of Silence,81,42,3,Disturbed,2016-03-26
77,Acquainted,75,60,11,The Weeknd,2016-03-26
78,Nobody To Blame,74,68,10,Chris Stapleton,2016-03-26
79,Untitled 02 l 06.23.2014.,120,79,1,Kendrick Lamar,2016-03-26
80,Cut It,85,35,3,O.T. Genasis Featuring Young Dolph,2016-03-26
81,Break On Me.,65,54,11,Keith Urban,2016-03-26
82,Might Be,78,78,4,Luke Nasty,2016-03-26
83,American Country Love Song,120,55,1,Jake Owen,2016-03-26
84,T-Shirt,92,41,2,Thomas Rhett,2016-03-26
85,Promise,83,57,4,Kid Ink Featuring Fetty Wap,2016-03-26
86,Little Bit Of You,82,71,5,Chase Bryant,2016-03-26
87,Lost Boy,86,24,3,Ruth B,2016-03-26
88,Mind Reader,84,57,3,Dustin Lynch,2016-03-26
89,Company,120,53,5,Justin Bieber,2016-03-26
90,Untitled 07 l 2014 - 2016,120,90,1,Kendrick Lamar,2016-03-26
91,Watch Out,98,64,11,2 Chainz,2016-03-26
92,Cheap Thrills,91,1,4,Sia Featuring Sean Paul,2016-03-26
93,That Don't Sound Like You,88,64,4,Lee Brice,2016-03-26
94,Might Not,96,68,3,Belly Featuring The Weeknd,2016-03-26
95,Saved,90,81,3,Ty Dolla $ign Featuring E-40,2016-03-26
96,Something New,120,93,1,Zendaya Featuring Chris Brown,2016-03-26
97,Get Ugly,77,52,12,Jason Derulo,2016-03-26
98,Head Over Boots,97,51,2,Jon Pardi,2016-03-26
99,Sorry Not Sorry,93,67,13,Bryson Tiller,2016-03-26
100,Gotta Lotta,120,100,1,2 Chainz Featuring Lil Wayne,2016-03-26
1,Work,1,1,6,Rihanna Featuring Drake,2016-03-19
2,Love Yourself,2,1,16,Justin Bieber,2016-03-19
3,Stressed Out,3,2,24,twenty one pilots,2016-03-19
4,My House,5,4,17,Flo Rida,2016-03-19
5,Sorry,4,1,19,Justin Bieber,2016-03-19
6,Pillowtalk,6,1,5,Zayn,2016-03-19
7,Me  Myself & I,7,7,18,G-Eazy x Bebe Rexha,2016-03-19
8,Piece By Piece,120,8,1,Kelly Clarkson,2016-03-19
9,7 Years,12,2,7,Lukas Graham,2016-03-19
10,Cake By The Ocean,9,9,20,DNCE,2016-03-19
11,Hello,8,1,19,Adele,2016-03-19
12,Work From Home,120,4,1,Fifth Harmony Featuring Ty Dolla $ign,2016-03-19
13,Roses,10,6,20,The Chainsmokers Featuring Rozes,2016-03-19
14,I Took A Pill In Ibiza,15,4,7,Mike Posner,2016-03-19
15,Hands To Myself,11,7,13,Selena Gomez,2016-03-19
16,One Call Away,14,12,14,Charlie Puth,2016-03-19
17,Stitches,16,4,41,Shawn Mendes,2016-03-19
18,Down In The DM,13,13,14,Yo Gotti Featuring Nicki Minaj,2016-03-19
19,Don't,17,13,23,Bryson Tiller,2016-03-19
20,Back To Sleep,36,20,12,Chris Brown,2016-03-19
21,The Hills,22,1,41,The Weeknd,2016-03-19
22,Jumpman,24,12,24,Drake & Future,2016-03-19
23,When We Were Young,18,14,15,Adele,2016-03-19
24,Hotline Bling,21,2,31,Drake,2016-03-19
25,2 Phones,29,17,9,Kevin Gates,2016-03-19
26,Same Old Love,20,5,25,Selena Gomez,2016-03-19
27,Oui,28,19,9,Jeremih,2016-03-19
28,In The Night,19,12,17,The Weeknd,2016-03-19
29,What Do You Mean?,25,1,27,Justin Bieber,2016-03-19
30,Summer Sixteen,32,6,5,Drake,2016-03-19
31,Hide Away,23,23,24,Daya,2016-03-19
32,Say It,27,23,20,Tory Lanez,2016-03-19
33,Here,26,5,31,Alessia Cara,2016-03-19
34,Never Forget You,58,13,3,Zara Larsson & MNEK,2016-03-19
35,679,30,4,36,Fetty Wap Featuring Remy Boyz,2016-03-19
36,Exchange,37,26,19,Bryson Tiller,2016-03-19
37,Like I'm Gonna Lose You,31,8,35,Meghan Trainor Featuring John Legend,2016-03-19
38,Die A Happy Man,39,21,24,Thomas Rhett,2016-03-19
39,Can't Feel My Face,38,1,39,The Weeknd,2016-03-19
40,Ex's & Oh's,34,10,35,Elle King,2016-03-19
41,Adventure Of A Lifetime,33,13,17,Coldplay,2016-03-19
42,Stand By You,41,37,16,Rachel Platten,2016-03-19
43,You Should Be Here,50,31,12,Cole Swindell,2016-03-19
44,White Iverson,42,14,26,Post Malone,2016-03-19
45,Sugar,47,44,9,Robin Schulz Featuring Francesco Yates,2016-03-19
46,Heartbeat,44,42,9,Carrie Underwood,2016-03-19
47,Antidote,40,16,26,Travi$ Scott,2016-03-19
48,Lean On,49,4,48,Major Lazer & DJ Snake Featuring M0,2016-03-19
49,See You Again,45,1,52,Wiz Khalifa Featuring Charlie Puth,2016-03-19
50,Middle,57,20,7,DJ Snake Featuring Bipolar Sunshine,2016-03-19
51,Best Friend,48,45,15,Young Thug,2016-03-19
52,Let It Go,35,16,11,James Bay,2016-03-19
53,Something In The Way You Move,43,43,6,Ellie Goulding,2016-03-19
54,Drunk On Your Love,52,35,8,Brett Eldredge,2016-03-19
55,My Church,55,50,6,Maren Morris,2016-03-19
56,Low Life,53,18,4,Future Featuring The Weeknd,2016-03-19
57,Beautiful Drug,59,52,15,Zac Brown Band,2016-03-19
58,Youth,67,23,5,Troye Sivan,2016-03-19
59,It's You,120,59,1,Zayn,2016-03-19
60,We Went,63,60,11,Randy Houser,2016-03-19
61,I Know What You Did Last Summer,51,20,16,Shawn Mendes & Camila Cabello,2016-03-19
62,Confession,62,53,10,Florida Georgia Line,2016-03-19
63,Home Alone Tonight,56,38,15,Luke Bryan Featuring Karen Fairchild,2016-03-19
64,Really Really,61,46,11,Kevin Gates,2016-03-19
65,Break On Me.,54,54,10,Keith Urban,2016-03-19
66,Needed Me,64,7,5,Rihanna,2016-03-19
67,Humble And Kind,73,30,4,Tim McGraw,2016-03-19
68,Somewhere On A Beach,78,35,5,Dierks Bentley,2016-03-19
69,Think Of You,74,40,3,Chris Young Duet With Cassadee Pope,2016-03-19
70,Snapback,71,50,6,Old Dominion,2016-03-19
71,Backroad Song,60,49,13,Granger Smith,2016-03-19
72,I Like The Sound Of That,72,52,6,Rascal Flatts,2016-03-19
73,Jimmy Choo,66,65,4,Fetty Wap,2016-03-19
74,Nobody To Blame,70,68,9,Chris Stapleton,2016-03-19
75,Acquainted,76,60,10,The Weeknd,2016-03-19
76,Don't Let Me Down,81,3,3,The Chainsmokers Featuring Daya,2016-03-19
77,Get Ugly,65,52,11,Jason Derulo,2016-03-19
78,Might Be,80,78,3,Luke Nasty,2016-03-19
79,Hello Friday,120,79,1,Flo Rida Featuring Jason Derulo,2016-03-19
80,Wild Things,91,50,2,Alessia Cara,2016-03-19
81,The Sound Of Silence,88,42,2,Disturbed,2016-03-19
82,Little Bit Of You,83,71,4,Chase Bryant,2016-03-19
83,Promise,82,57,3,Kid Ink Featuring Fetty Wap,2016-03-19
84,Mind Reader,85,57,2,Dustin Lynch,2016-03-19
85,Cut It,94,35,2,O.T. Genasis Featuring Young Dolph,2016-03-19
86,Lost Boy,75,24,2,Ruth B,2016-03-19
87,Perfect,79,10,20,One Direction,2016-03-19
88,That Don't Sound Like You,92,64,3,Lee Brice,2016-03-19
89,$ave Dat Money,95,71,19,Lil Dicky Featuring Fetty Wap & Rich Homie Quan,2016-03-19
90,Saved,93,81,2,Ty Dolla $ign Featuring E-40,2016-03-19
91,Cheap Thrills,97,1,3,Sia Featuring Sean Paul,2016-03-19
92,T-Shirt,120,41,1,Thomas Rhett,2016-03-19
93,Sorry Not Sorry,86,67,12,Bryson Tiller,2016-03-19
94,Panda,96,1,2,Desiigner,2016-03-19
95,Til It Happens To You,120,95,1,Lady Gaga,2016-03-19
96,Might Not,100,68,2,Belly Featuring The Weeknd,2016-03-19
97,Head Over Boots,120,51,1,Jon Pardi,2016-03-19
98,Watch Out,89,64,10,2 Chainz,2016-03-19
99,Walking On A Dream,90,65,5,Empire Of The Sun,2016-03-19
100,History,98,65,6,One Direction,2016-03-19
1,Work,1,1,5,Rihanna Featuring Drake,2016-03-12
2,Love Yourself,2,1,15,Justin Bieber,2016-03-12
3,Stressed Out,3,2,23,twenty one pilots,2016-03-12
4,Sorry,4,1,18,Justin Bieber,2016-03-12
5,My House,5,4,16,Flo Rida,2016-03-12
6,Pillowtalk,6,1,4,Zayn,2016-03-12
7,Me  Myself & I,8,7,17,G-Eazy x Bebe Rexha,2016-03-12
8,Hello,7,1,18,Adele,2016-03-12
9,Cake By The Ocean,10,9,19,DNCE,2016-03-12
10,Roses,9,6,19,The Chainsmokers Featuring Rozes,2016-03-12
11,Hands To Myself,11,7,12,Selena Gomez,2016-03-12
12,7 Years,20,2,6,Lukas Graham,2016-03-12
13,Down In The DM,18,13,13,Yo Gotti Featuring Nicki Minaj,2016-03-12
14,One Call Away,12,12,13,Charlie Puth,2016-03-12
15,I Took A Pill In Ibiza,24,4,6,Mike Posner,2016-03-12
16,Stitches,13,4,40,Shawn Mendes,2016-03-12
17,Don't,16,13,22,Bryson Tiller,2016-03-12
18,When We Were Young,14,14,14,Adele,2016-03-12
19,In The Night,15,12,16,The Weeknd,2016-03-12
20,Same Old Love,17,5,24,Selena Gomez,2016-03-12
21,Hotline Bling,19,2,30,Drake,2016-03-12
22,The Hills,27,1,40,The Weeknd,2016-03-12
23,Hide Away,26,23,23,Daya,2016-03-12
24,Jumpman,23,12,23,Drake & Future,2016-03-12
25,What Do You Mean?,25,1,26,Justin Bieber,2016-03-12
26,Here,21,5,30,Alessia Cara,2016-03-12
27,Say It,30,23,19,Tory Lanez,2016-03-12
28,Oui,45,19,8,Jeremih,2016-03-12
29,2 Phones,40,17,8,Kevin Gates,2016-03-12
30,679,34,4,35,Fetty Wap Featuring Remy Boyz,2016-03-12
31,Like I'm Gonna Lose You,29,8,34,Meghan Trainor Featuring John Legend,2016-03-12
32,Summer Sixteen,31,6,4,Drake,2016-03-12
33,Adventure Of A Lifetime,28,13,16,Coldplay,2016-03-12
34,Ex's & Oh's,33,10,34,Elle King,2016-03-12
35,Let It Go,38,16,10,James Bay,2016-03-12
36,Back To Sleep,50,20,11,Chris Brown,2016-03-12
37,Exchange,43,26,18,Bryson Tiller,2016-03-12
38,Can't Feel My Face,32,1,38,The Weeknd,2016-03-12
39,Die A Happy Man,35,21,23,Thomas Rhett,2016-03-12
40,Antidote,36,16,25,Travi$ Scott,2016-03-12
41,Stand By You,41,37,15,Rachel Platten,2016-03-12
42,White Iverson,39,14,25,Post Malone,2016-03-12
43,Something In The Way You Move,62,43,5,Ellie Goulding,2016-03-12
44,Heartbeat,42,42,8,Carrie Underwood,2016-03-12
45,See You Again,44,1,51,Wiz Khalifa Featuring Charlie Puth,2016-03-12
46,Wildest Dreams,46,5,27,Taylor Swift,2016-03-12
47,Sugar,56,44,8,Robin Schulz Featuring Francesco Yates,2016-03-12
48,Best Friend,51,45,14,Young Thug,2016-03-12
49,Lean On,49,4,47,Major Lazer & DJ Snake Featuring M0,2016-03-12
50,You Should Be Here,55,31,11,Cole Swindell,2016-03-12
51,I Know What You Did Last Summer,37,20,15,Shawn Mendes & Camila Cabello,2016-03-12
52,Drunk On Your Love,61,35,7,Brett Eldredge,2016-03-12
53,Low Life,59,18,3,Future Featuring The Weeknd,2016-03-12
54,Break On Me.,66,54,9,Keith Urban,2016-03-12
55,My Church,63,50,5,Maren Morris,2016-03-12
56,Home Alone Tonight,52,38,14,Luke Bryan Featuring Karen Fairchild,2016-03-12
57,Middle,70,20,6,DJ Snake Featuring Bipolar Sunshine,2016-03-12
58,Never Forget You,83,13,2,Zara Larsson & MNEK,2016-03-12
59,Beautiful Drug,64,52,14,Zac Brown Band,2016-03-12
60,Backroad Song,57,49,12,Granger Smith,2016-03-12
61,Really Really,67,46,10,Kevin Gates,2016-03-12
62,Confession,69,53,9,Florida Georgia Line,2016-03-12
63,We Went,71,60,10,Randy Houser,2016-03-12
64,Needed Me,74,7,4,Rihanna,2016-03-12
65,Get Ugly,58,52,10,Jason Derulo,2016-03-12
66,Jimmy Choo,65,65,3,Fetty Wap,2016-03-12
67,Youth,80,23,4,Troye Sivan,2016-03-12
68,Make Me Like You,54,54,2,Gwen Stefani,2016-03-12
69,Dibs,60,58,17,Kelsea Ballerini,2016-03-12
70,Nobody To Blame,73,68,8,Chris Stapleton,2016-03-12
71,Snapback,79,50,5,Old Dominion,2016-03-12
72,I Like The Sound Of That,78,52,5,Rascal Flatts,2016-03-12
73,Humble And Kind,88,30,3,Tim McGraw,2016-03-12
74,Think Of You,86,40,2,Chris Young Duet With Cassadee Pope,2016-03-12
75,Lost Boy,120,24,1,Ruth B,2016-03-12
76,Acquainted,82,60,9,The Weeknd,2016-03-12
77,Out Of The Woods,53,18,10,Taylor Swift,2016-03-12
78,Somewhere On A Beach,87,35,4,Dierks Bentley,2016-03-12
79,Perfect,72,10,19,One Direction,2016-03-12
80,Might Be,85,78,2,Luke Nasty,2016-03-12
81,Don't Let Me Down,120,3,2,The Chainsmokers Featuring Daya,2016-03-12
82,Promise,92,57,2,Kid Ink Featuring Fetty Wap,2016-03-12
83,Little Bit Of You,89,71,3,Chase Bryant,2016-03-12
84,Hollow,68,68,11,Tori Kelly,2016-03-12
85,Mind Reader,120,57,1,Dustin Lynch,2016-03-12
86,Sorry Not Sorry,84,67,11,Bryson Tiller,2016-03-12
87,Look At My Dab,120,87,1,Migos,2016-03-12
88,The Sound Of Silence,120,42,1,Disturbed,2016-03-12
89,Watch Out,91,64,9,2 Chainz,2016-03-12
90,Walking On A Dream,120,65,4,Empire Of The Sun,2016-03-12
91,Wild Things,120,50,1,Alessia Cara,2016-03-12
92,That Don't Sound Like You,98,64,2,Lee Brice,2016-03-12
93,Saved,120,81,1,Ty Dolla $ign Featuring E-40,2016-03-12
94,Cut It,120,35,1,O.T. Genasis Featuring Young Dolph,2016-03-12
95,$ave Dat Money,95,71,18,Lil Dicky Featuring Fetty Wap & Rich Homie Quan,2016-03-12
96,Panda,120,1,1,Desiigner,2016-03-12
97,Cheap Thrills,81,1,2,Sia Featuring Sean Paul,2016-03-12
98,History,96,65,5,One Direction,2016-03-12
99,I Love This Life,99,56,18,LoCash,2016-03-12
100,Might Not,120,68,1,Belly Featuring The Weeknd,2016-03-12
1,Work,4,1,4,Rihanna Featuring Drake,2016-03-05
2,Love Yourself,1,1,14,Justin Bieber,2016-03-05
3,Stressed Out,2,2,22,twenty one pilots,2016-03-05
4,Sorry,3,1,17,Justin Bieber,2016-03-05
5,My House,5,4,15,Flo Rida,2016-03-05
6,Pillowtalk,7,1,3,Zayn,2016-03-05
7,Hello,6,1,17,Adele,2016-03-05
8,Me  Myself & I,8,7,16,G-Eazy x Bebe Rexha,2016-03-05
9,Roses,9,6,18,The Chainsmokers Featuring Rozes,2016-03-05
10,Cake By The Ocean,11,9,18,DNCE,2016-03-05
11,Hands To Myself,12,7,11,Selena Gomez,2016-03-05
12,One Call Away,15,12,12,Charlie Puth,2016-03-05
13,Stitches,10,4,39,Shawn Mendes,2016-03-05
14,When We Were Young,20,14,13,Adele,2016-03-05
15,In The Night,14,12,15,The Weeknd,2016-03-05
16,Don't,17,13,21,Bryson Tiller,2016-03-05
17,Same Old Love,18,5,23,Selena Gomez,2016-03-05
18,Down In The DM,21,13,12,Yo Gotti Featuring Nicki Minaj,2016-03-05
19,Hotline Bling,16,2,29,Drake,2016-03-05
20,7 Years,35,2,5,Lukas Graham,2016-03-05
21,Here,19,5,29,Alessia Cara,2016-03-05
22,Uptown Funk!,120,1,56,Mark Ronson Featuring Bruno Mars,2016-03-05
23,Jumpman,22,12,22,Drake & Future,2016-03-05
24,I Took A Pill In Ibiza,33,4,5,Mike Posner,2016-03-05
25,What Do You Mean?,23,1,25,Justin Bieber,2016-03-05
26,Hide Away,24,23,22,Daya,2016-03-05
27,The Hills,25,1,39,The Weeknd,2016-03-05
28,Adventure Of A Lifetime,13,13,15,Coldplay,2016-03-05
29,Like I'm Gonna Lose You,27,8,33,Meghan Trainor Featuring John Legend,2016-03-05
30,Say It,29,23,18,Tory Lanez,2016-03-05
31,Summer Sixteen,26,6,3,Drake,2016-03-05
32,Can't Feel My Face,42,1,37,The Weeknd,2016-03-05
33,Ex's & Oh's,36,10,33,Elle King,2016-03-05
34,679,31,4,34,Fetty Wap Featuring Remy Boyz,2016-03-05
35,Die A Happy Man,30,21,22,Thomas Rhett,2016-03-05
36,Antidote,32,16,24,Travi$ Scott,2016-03-05
37,I Know What You Did Last Summer,28,20,14,Shawn Mendes & Camila Cabello,2016-03-05
38,Let It Go,75,16,9,James Bay,2016-03-05
39,White Iverson,34,14,24,Post Malone,2016-03-05
40,2 Phones,44,17,7,Kevin Gates,2016-03-05
41,Stand By You,37,37,14,Rachel Platten,2016-03-05
42,Heartbeat,55,42,7,Carrie Underwood,2016-03-05
43,Exchange,39,26,17,Bryson Tiller,2016-03-05
44,See You Again,45,1,50,Wiz Khalifa Featuring Charlie Puth,2016-03-05
45,Oui,48,19,7,Jeremih,2016-03-05
46,Wildest Dreams,38,5,26,Taylor Swift,2016-03-05
47,Break Up In A Small Town,40,29,20,Sam Hunt,2016-03-05
48,On My Mind,41,13,22,Ellie Goulding,2016-03-05
49,Lean On,46,4,46,Major Lazer & DJ Snake Featuring M0,2016-03-05
50,Back To Sleep,50,20,10,Chris Brown,2016-03-05
51,Best Friend,53,45,13,Young Thug,2016-03-05
52,Home Alone Tonight,43,38,13,Luke Bryan Featuring Karen Fairchild,2016-03-05
53,Out Of The Woods,51,18,9,Taylor Swift,2016-03-05
54,Make Me Like You,120,54,1,Gwen Stefani,2016-03-05
55,You Should Be Here,54,31,10,Cole Swindell,2016-03-05
56,Sugar,57,44,7,Robin Schulz Featuring Francesco Yates,2016-03-05
57,Backroad Song,49,49,11,Granger Smith,2016-03-05
58,Get Ugly,56,52,9,Jason Derulo,2016-03-05
59,Low Life,52,18,2,Future Featuring The Weeknd,2016-03-05
60,Dibs,58,58,16,Kelsea Ballerini,2016-03-05
61,Drunk On Your Love,59,35,6,Brett Eldredge,2016-03-05
62,Something In The Way You Move,66,43,4,Ellie Goulding,2016-03-05
63,My Church,65,50,4,Maren Morris,2016-03-05
64,Beautiful Drug,60,52,13,Zac Brown Band,2016-03-05
65,Jimmy Choo,69,65,2,Fetty Wap,2016-03-05
66,Break On Me.,61,54,8,Keith Urban,2016-03-05
67,Really Really,62,46,9,Kevin Gates,2016-03-05
68,Hollow,93,68,10,Tori Kelly,2016-03-05
69,Confession,68,53,8,Florida Georgia Line,2016-03-05
70,Middle,73,20,5,DJ Snake Featuring Bipolar Sunshine,2016-03-05
71,We Went,72,60,9,Randy Houser,2016-03-05
72,Perfect,63,10,18,One Direction,2016-03-05
73,Nobody To Blame,76,68,7,Chris Stapleton,2016-03-05
74,Needed Me,84,7,3,Rihanna,2016-03-05
75,Confident,70,21,20,Demi Lovato,2016-03-05
76,Stay A Little Longer,71,46,20,Brothers Osborne,2016-03-05
77,All I Ask,120,77,1,Adele,2016-03-05
78,I Like The Sound Of That,79,52,4,Rascal Flatts,2016-03-05
79,Snapback,82,50,4,Old Dominion,2016-03-05
80,Youth,88,23,3,Troye Sivan,2016-03-05
81,Cheap Thrills,120,1,1,Sia Featuring Sean Paul,2016-03-05
82,Acquainted,95,60,8,The Weeknd,2016-03-05
83,Never Forget You,120,13,1,Zara Larsson & MNEK,2016-03-05
84,Sorry Not Sorry,80,67,10,Bryson Tiller,2016-03-05
85,Might Be,120,78,1,Luke Nasty,2016-03-05
86,Think Of You,120,40,1,Chris Young Duet With Cassadee Pope,2016-03-05
87,Somewhere On A Beach,100,35,3,Dierks Bentley,2016-03-05
88,Humble And Kind,120,30,2,Tim McGraw,2016-03-05
89,Little Bit Of You,99,71,2,Chase Bryant,2016-03-05
90,Good To Be Alive (Hallelujah),87,62,10,Andy Grammer,2016-03-05
91,Watch Out,77,64,8,2 Chainz,2016-03-05
92,Promise,120,57,1,Kid Ink Featuring Fetty Wap,2016-03-05
93,Bang My Head,81,76,6,David Guetta Featuring Sia & Fetty Wap,2016-03-05
94,Irresistible,86,48,14,Fall Out Boy,2016-03-05
95,$ave Dat Money,89,71,17,Lil Dicky Featuring Fetty Wap & Rich Homie Quan,2016-03-05
96,History,96,65,4,One Direction,2016-03-05
97,Bet You Can't Do It Like Me,91,45,15,DLOW,2016-03-05
98,That Don't Sound Like You,120,64,1,Lee Brice,2016-03-05
99,I Love This Life,90,56,17,LoCash,2016-03-05
100,Dessert,98,68,11,Dawin,2016-03-05
1,Love Yourself,2,1,13,Justin Bieber,2016-02-27
2,Stressed Out,4,2,21,twenty one pilots,2016-02-27
3,Sorry,3,1,16,Justin Bieber,2016-02-27
4,Work,7,1,3,Rihanna Featuring Drake,2016-02-27
5,My House,8,4,14,Flo Rida,2016-02-27
6,Hello,5,1,16,Adele,2016-02-27
7,Pillowtalk,1,1,2,Zayn,2016-02-27
8,Me  Myself & I,10,7,15,G-Eazy x Bebe Rexha,2016-02-27
9,Roses,9,6,17,The Chainsmokers Featuring Rozes,2016-02-27
10,Stitches,11,4,38,Shawn Mendes,2016-02-27
11,Cake By The Ocean,14,9,17,DNCE,2016-02-27
12,Hands To Myself,13,7,10,Selena Gomez,2016-02-27
13,Adventure Of A Lifetime,36,13,14,Coldplay,2016-02-27
14,In The Night,16,12,14,The Weeknd,2016-02-27
15,One Call Away,17,12,11,Charlie Puth,2016-02-27
16,Hotline Bling,18,2,28,Drake,2016-02-27
17,Don't,19,13,20,Bryson Tiller,2016-02-27
18,Same Old Love,15,5,22,Selena Gomez,2016-02-27
19,Here,12,5,28,Alessia Cara,2016-02-27
20,When We Were Young,29,14,12,Adele,2016-02-27
21,Down In The DM,39,13,11,Yo Gotti Featuring Nicki Minaj,2016-02-27
22,Jumpman,22,12,21,Drake & Future,2016-02-27
23,What Do You Mean?,21,1,24,Justin Bieber,2016-02-27
24,Hide Away,25,23,21,Daya,2016-02-27
25,The Hills,23,1,38,The Weeknd,2016-02-27
26,Summer Sixteen,6,6,2,Drake,2016-02-27
27,Like I'm Gonna Lose You,20,8,32,Meghan Trainor Featuring John Legend,2016-02-27
28,I Know What You Did Last Summer,26,20,13,Shawn Mendes & Camila Cabello,2016-02-27
29,Say It,27,23,17,Tory Lanez,2016-02-27
30,Die A Happy Man,30,21,21,Thomas Rhett,2016-02-27
31,679,31,4,33,Fetty Wap Featuring Remy Boyz,2016-02-27
32,Antidote,28,16,23,Travi$ Scott,2016-02-27
33,I Took A Pill In Ibiza,48,4,4,Mike Posner,2016-02-27
34,White Iverson,24,14,23,Post Malone,2016-02-27
